,x1,Product List,Random Picker,x2,Sex List,Random Picker,x3,Random Age Generator,x4,Nationality List,Random Picker,x5,Region List,Random Picker,x6,Branches List,Random Picker,x7,Product List,Cost,Mapping to the product from D,x8,Month,Random Picker,x9,Level of Satisfaction,x10,Review Length (Word Count),x11,Number of Workers to Hire List,Mapping to Branch,x12
756,1DA81BA3,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,79,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,160,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,36,1 0,,12,0 0 1
757,D293ED58,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,12,0 1 0 0 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,180,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,5,0 0 0 0 1,25,1 0,,12,0 0 1
758,3A0E89CF,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,86,0 0 0 0 1,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,260,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,63,0 1,,12,0 0 1
759,91444C18,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,45,0 0 0 1 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,600,0 1 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,4,0 0 0 1 0,94,0 1,,12,0 0 1
760,FCA84CF6,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,64,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,3,0 0 1 0 0,51,0 1,,16,0 0 1
761,B1DC1E97,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,79,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,June,0 0 0 0 0 1 0 0 0 0 0 0,5,0 0 0 0 1,49,1 0,,12,0 0 1
762,7DBDB7DC,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,79,0 0 0 0 1,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,53,0 1,,12,0 0 1
763,78644CB4,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,34,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,180,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,3,0 0 1 0 0,55,0 1,,12,0 0 1
764,50D23F37,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,10,1 0 0 0 0,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,4,0 0 0 1 0,83,0 1,,10,0 0 1
765,AF3966F1,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,53,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,5,0 0 0 0 1,11,1 0,,10,0 0 1
766,51F0B497,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,50,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,154,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,3,0 0 1 0 0,79,0 1,,12,0 0 1
767,BB465B50,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,52,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,220,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,3,0 0 1 0 0,77,0 1,,12,0 0 1
768,5E4211CF,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,22,0 0 1 0 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,900,0 0 1 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,86,0 1,,12,0 0 1
769,F3385D23,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,74,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,2,0 1 0 0 0,1,1 0,,12,0 0 1
770,D8E52FC3,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,73,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,260,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,74,0 1,,12,0 0 1
771,9EA30355,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,86,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,1,1 0 0 0 0,77,0 1,,16,0 0 1
772,8B800FF8,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,46,0 0 0 1 0,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,2,0 1 0 0 0,81,0 1,,10,0 0 1
773,ABF7E726,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,36,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,September,0 0 0 0 0 0 0 0 1 0 0 0,2,0 1 0 0 0,58,0 1,,12,0 0 1
774,5E699BB3,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,74,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,160,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,4,0 0 0 1 0,63,0 1,,12,0 0 1
775,20A53DEE,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,31,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,600,0 1 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,5,0 0 0 0 1,34,1 0,,12,0 0 1
776,08D4FFCE,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,39,0 0 1 0 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,180,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,4,0 0 0 1 0,83,0 1,,12,0 0 1
777,29E33C90,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,55,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,154,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,1,1 0 0 0 0,75,0 1,,10,0 0 1
778,1456041F,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,10,1 0 0 0 0,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,154,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,9,1 0,,12,0 0 1
779,2EF03EC1,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,90,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,154,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,94,0 1,,12,0 0 1
780,E2A80594,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,53,0 0 0 1 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,900,0 0 1 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,1,1 0 0 0 0,4,1 0,,12,0 0 1
781,42F7FD1B,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,21,0 0 1 0 0,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,600,0 1 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,2,0 1 0 0 0,75,0 1,,16,0 0 1
782,37177830,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,23,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,April,0 0 0 1 0 0 0 0 0 0 0 0,5,0 0 0 0 1,19,1 0,,12,0 0 1
783,45E25232,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,86,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,5,0 0 0 0 1,89,0 1,,12,0 0 1
784,A08811AF,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,15,0 1 0 0 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,160,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,3,0 0 1 0 0,86,0 1,,10,0 0 1
785,1C0A544B,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,70,0 0 0 0 1,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,900,0 0 1 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,4,0 0 0 1 0,97,0 1,,12,0 0 1
786,F410029C,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,79,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,260,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,3,0 0 1 0 0,19,1 0,,10,0 0 1
787,DDA6C7CA,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,36,0 0 1 0 0,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,220,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,5,0 0 0 0 1,100,0 1,,16,0 0 1
788,64C2E28A,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,79,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,220,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,2,0 1 0 0 0,91,0 1,,10,0 0 1
789,33B92D4A,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,68,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,180,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,81,0 1,,12,0 0 1
790,21CD31F2,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,14,0 1 0 0 0,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,154,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,3,0 0 1 0 0,0,1 0,,12,0 0 1
791,49E8EFEE,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,86,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,5,0 0 0 0 1,86,0 1,,12,0 0 1
792,5AAB953B,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,13,0 1 0 0 0,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,62,0 1,,12,0 0 1
793,8F047871,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,74,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,154,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,2,0 1 0 0 0,14,1 0,,12,0 0 1
794,1857304E,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,68,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,160,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,12,1 0,,16,0 0 1
795,B93A27D8,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,84,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,160,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,4,0 0 0 1 0,3,1 0,,10,0 0 1
796,23F2C3F0,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,63,0 0 0 0 1,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,180,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,15,1 0,,12,0 0 1
797,33B77F6D,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,58,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,1500,0 0 0 1,,June,0 0 0 0 0 1 0 0 0 0 0 0,4,0 0 0 1 0,28,1 0,,10,0 0 1
798,BE1A6E08,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,52,0 0 0 1 0,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,600,0 1 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,5,0 0 0 0 1,66,0 1,,16,0 0 1
799,D17CF6A1,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,90,0 0 0 0 1,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,260,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,5,0 0 0 0 1,93,0 1,,12,0 0 1
800,DFB239BC,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,41,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,5,0 0 0 0 1,97,0 1,,16,0 0 1
801,B1194912,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,87,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,160,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,1,1 0 0 0 0,60,0 1,,12,0 0 1
802,2C2DD83A,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,56,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,160,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,86,0 1,,16,0 0 1
803,FEE738E4,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,12,0 1 0 0 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,220,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,2,0 1 0 0 0,36,1 0,,12,0 0 1
804,580E3006,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,39,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,260,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,2,0 1 0 0 0,40,1 0,,10,0 0 1
805,53950F8B,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,87,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,3,0 0 1 0 0,68,0 1,,10,0 0 1
806,22F7A169,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,50,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,160,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,5,0 0 0 0 1,60,0 1,,12,0 0 1
807,EB6D5E03,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,77,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,160,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,53,0 1,,12,0 0 1
808,DD8E21A6,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,41,0 0 0 1 0,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,5,0 0 0 0 1,97,0 1,,12,0 0 1
809,C44CC28A,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,71,0 0 0 0 1,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,1500,0 0 0 1,,February,0 1 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,79,0 1,,12,0 0 1
810,E6729AE8,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,66,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,2,0 1 0 0 0,10,1 0,,16,0 0 1
811,BCA8B493,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,27,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,40,1 0,,12,0 0 1
812,598F2888,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,65,0 0 0 0 1,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,39,1 0,,12,0 0 1
813,41C79E7D,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,43,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,160,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,2,0 1 0 0 0,89,0 1,,10,0 0 1
814,FF961D21,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,23,0 0 1 0 0,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,220,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,2,0 1 0 0 0,11,1 0,,16,0 0 1
815,A68AC697,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,39,0 0 1 0 0,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,2,0 1 0 0 0,80,0 1,,10,0 0 1
816,2B71F135,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,46,0 0 0 1 0,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,180,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,5,0 0 0 0 1,90,0 1,,16,0 0 1
817,532ECDEE,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,80,0 0 0 0 1,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,160,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,51,0 1,,12,0 0 1
818,CEA27FD7,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,23,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,4,0 0 0 1 0,83,0 1,,10,0 0 1
819,196FC58C,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,88,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,4,0 0 0 1 0,74,0 1,,10,0 0 1
820,7666386F,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,11,1 0 0 0 0,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,20,1 0,,10,0 0 1
821,D3CA20D7,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,77,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,220,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,11,1 0,,16,0 0 1
822,D0542272,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,30,0 0 1 0 0,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,154,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,5,0 0 0 0 1,87,0 1,,16,0 0 1
823,5262081F,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,39,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,9,1 0,,12,0 0 1
824,9FF5DE76,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,30,0 0 1 0 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,260,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,3,0 0 1 0 0,84,0 1,,12,0 0 1
825,78AECFA7,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,73,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,600,0 1 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,3,0 0 1 0 0,18,1 0,,12,0 0 1
826,F63F049B,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,19,0 1 0 0 0,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,154,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,5,0 0 0 0 1,64,0 1,,12,0 0 1
827,5CA095EE,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,66,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,600,0 1 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,37,1 0,,12,0 0 1
828,E1B18547,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,19,0 1 0 0 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,1,1 0 0 0 0,98,0 1,,12,0 0 1
829,7ED24FFD,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,64,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,154,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,9,1 0,,12,0 0 1
830,78D4EF93,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,49,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,2,0 1 0 0 0,47,1 0,,16,0 0 1
831,A3BAC39E,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,55,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,3,0 0 1 0 0,80,0 1,,12,0 0 1
832,FAA0C2A3,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,80,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,24,1 0,,16,0 0 1
833,03F3391B,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,65,0 0 0 0 1,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,1500,0 0 0 1,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,91,0 1,,12,0 0 1
834,17D82D58,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,75,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,160,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,3,0 0 1 0 0,9,1 0,,12,0 0 1
835,0DD2E09F,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,19,0 1 0 0 0,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,220,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,5,1 0,,16,0 0 1
836,3F57DF48,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,44,0 0 0 1 0,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,900,0 0 1 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,5,0 0 0 0 1,89,0 1,,16,0 0 1
837,A90A38A5,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,48,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,4,0 0 0 1 0,87,0 1,,12,0 0 1
838,D43CD1BB,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,36,0 0 1 0 0,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,5,0 0 0 0 1,12,1 0,,12,0 0 1
