,datetime,water_level,station,24hr
164741,2022-09-22,12.13,Guadanoville,1.0
164742,2022-09-22,12.13,Ko-Phil IT Center,8.0
164743,2022-09-22,12.13,La Mesa Dam,0.0
164744,2022-09-22,12.13,Macabud,1.0
164745,2022-09-22,12.13,Mandaluyong,0.0
164746,2022-09-22,12.13,Marikina (Youth Camp),0.5
164747,2022-09-22,12.13,Mt. Aries,2.0
164748,2022-09-22,12.13,Mt. Campana,0.0
164749,2022-09-22,12.13,Mt. Oro,0.0
164750,2022-09-22,12.13,Nangka,0.0
164751,2022-09-22,12.13,Napindan,0.0
164752,2022-09-22,12.13,Pacweld,0.5
164753,2022-09-22,12.13,Pasig City Hall,0.0
164754,2022-09-22,12.13,Pintong Bukawe,11.5
164755,2022-09-22,12.13,Port Area Synop,0.0
164756,2022-09-22,12.13,San Mateo-2,5.0
164757,2022-09-22,12.13,San Pedro 9 Chapel,0.0
164758,2022-09-22,12.13,Science Garden,0.0
164759,2022-09-22,12.13,Sitio Wawa,3.0
164760,2022-09-22,12.13,Taytay,0.0
164761,2022-09-22,12.13,Valenzuela NHS,0.0
165360,2022-09-23,12.47,Airport (PAGASA),16.0
165361,2022-09-23,12.47,Antipolo,8.0
165362,2022-09-23,12.47,Bagong Nayon,16.0
165363,2022-09-23,12.47,Boso Boso,0.0
165364,2022-09-23,12.47,Calawis,1.5
165365,2022-09-23,12.47,Guadanoville,27.0
165366,2022-09-23,12.47,Ko-Phil IT Center,28.0
165367,2022-09-23,12.47,La Mesa Dam,5.5
165368,2022-09-23,12.47,Macabud,19.5
165369,2022-09-23,12.47,Mandaluyong,4.0
165370,2022-09-23,12.47,Marikina (Youth Camp),0.5
165371,2022-09-23,12.47,Mt. Aries,0.0
165372,2022-09-23,12.47,Mt. Campana,0.0
165373,2022-09-23,12.47,Mt. Oro,0.0
165374,2022-09-23,12.47,Nangka,0.0
165375,2022-09-23,12.47,Napindan,0.0
165376,2022-09-23,12.47,Pacweld,26.5
165377,2022-09-23,12.47,Pasig City Hall,0.0
165378,2022-09-23,12.47,Pintong Bukawe,1.5
165379,2022-09-23,12.47,Port Area Synop,14.5
165380,2022-09-23,12.47,San Mateo-2,18.0
165381,2022-09-23,12.47,San Pedro 9 Chapel,16.5
165382,2022-09-23,12.47,Science Garden,0.0
165383,2022-09-23,12.47,Sitio Wawa,10.0
165384,2022-09-23,12.47,Taytay,5.5
165385,2022-09-23,12.47,Valenzuela NHS,26.5
165984,2022-09-24,13.62,Airport (PAGASA),3.5
165985,2022-09-24,13.62,Antipolo,1.5
165986,2022-09-24,13.62,Bagong Nayon,2.5
165987,2022-09-24,13.62,Boso Boso,0.0
165988,2022-09-24,13.62,Calawis,0.0
165989,2022-09-24,13.62,Guadanoville,0.0
165990,2022-09-24,13.62,Ko-Phil IT Center,0.0
165991,2022-09-24,13.62,La Mesa Dam,0.0
165992,2022-09-24,13.62,Macabud,17.5
165993,2022-09-24,13.62,Mandaluyong,3.0
165994,2022-09-24,13.62,Marikina (Youth Camp),0.5
165995,2022-09-24,13.62,Mt. Aries,0.0
165996,2022-09-24,13.62,Mt. Campana,17.0
165997,2022-09-24,13.62,Mt. Oro,0.0
165998,2022-09-24,13.62,Nangka,12.0
165999,2022-09-24,13.62,Napindan,0.0
166000,2022-09-24,13.62,Pacweld,15.0
166001,2022-09-24,13.62,Pasig City Hall,0.0
166002,2022-09-24,13.62,Pintong Bukawe,0.5
166003,2022-09-24,13.62,Port Area Synop,0.5
166004,2022-09-24,13.62,San Mateo-2,35.5
166005,2022-09-24,13.62,San Pedro 9 Chapel,0.0
166006,2022-09-24,13.62,Science Garden,0.0
166007,2022-09-24,13.62,Sitio Wawa,12.0
166008,2022-09-24,13.62,Taytay,21.5
166009,2022-09-24,13.62,Valenzuela NHS,34.5
166608,2022-09-25,12.3,Airport (PAGASA),0.0
166609,2022-09-25,12.3,Antipolo,1.5
166610,2022-09-25,12.3,Bagong Nayon,0.0
166611,2022-09-25,12.3,Boso Boso,0.0
166612,2022-09-25,12.3,Calawis,0.5
166613,2022-09-25,12.3,Guadanoville,0.0
166614,2022-09-25,12.3,Ko-Phil IT Center,0.0
166615,2022-09-25,12.3,La Mesa Dam,0.0
166616,2022-09-25,12.3,Macabud,0.0
166617,2022-09-25,12.3,Mandaluyong,0.0
166618,2022-09-25,12.3,Marikina (Youth Camp),0.0
166619,2022-09-25,12.3,Mt. Aries,0.0
166620,2022-09-25,12.3,Mt. Campana,0.0
166621,2022-09-25,12.3,Mt. Oro,0.0
166622,2022-09-25,12.3,Nangka,0.0
166623,2022-09-25,12.3,Napindan,0.0
166624,2022-09-25,12.3,Pacweld,0.5
166625,2022-09-25,12.3,Pasig City Hall,0.0
166626,2022-09-25,12.3,Pintong Bukawe,0.0
166627,2022-09-25,12.3,Port Area Synop,2.0
166628,2022-09-25,12.3,San Mateo-2,0.0
166629,2022-09-25,12.3,San Pedro 9 Chapel,0.0
166630,2022-09-25,12.3,Science Garden,0.0
166631,2022-09-25,12.3,Sitio Wawa,0.5
166632,2022-09-25,12.3,Taytay,0.0
166633,2022-09-25,12.3,Valenzuela NHS,0.0
167232,2022-09-26,18.43,Airport (PAGASA),28.0
167233,2022-09-26,18.43,Antipolo,58.5
167234,2022-09-26,18.43,Bagong Nayon,79.0
167235,2022-09-26,18.43,Boso Boso,26.0
167236,2022-09-26,18.43,Calawis,101.0
167237,2022-09-26,18.43,Guadanoville,68.5
167238,2022-09-26,18.43,Ko-Phil IT Center,63.5
167239,2022-09-26,18.43,La Mesa Dam,34.0
167240,2022-09-26,18.43,Macabud,128.5
167241,2022-09-26,18.43,Mandaluyong,37.5
167242,2022-09-26,18.43,Marikina (Youth Camp),1.0
167243,2022-09-26,18.43,Mt. Aries,20.0
167244,2022-09-26,18.43,Mt. Campana,51.0
167245,2022-09-26,18.43,Mt. Oro,21.0
167246,2022-09-26,18.43,Nangka,15.0
167247,2022-09-26,18.43,Napindan,6.0
167248,2022-09-26,18.43,Pacweld,33.0
167249,2022-09-26,18.43,Pasig City Hall,0.0
167250,2022-09-26,18.43,Pintong Bukawe,149.0
167251,2022-09-26,18.43,Port Area Synop,31.5
167252,2022-09-26,18.43,San Mateo-2,95.0
167253,2022-09-26,18.43,San Pedro 9 Chapel,67.5
167254,2022-09-26,18.43,Science Garden,11.0
167255,2022-09-26,18.43,Sitio Wawa,117.0
167256,2022-09-26,18.43,Taytay,43.5
167257,2022-09-26,18.43,Valenzuela NHS,48.5
167856,2022-09-27,13.51,Airport (PAGASA),41.0
167857,2022-09-27,13.51,Antipolo,17.0
167858,2022-09-27,13.51,Bagong Nayon,16.0
167859,2022-09-27,13.51,Boso Boso,2.0
167860,2022-09-27,13.51,Calawis,17.5
167861,2022-09-27,13.51,Guadanoville,18.0
167862,2022-09-27,13.51,Ko-Phil IT Center,16.5
167863,2022-09-27,13.51,La Mesa Dam,17.5
167864,2022-09-27,13.51,Macabud,16.0
167865,2022-09-27,13.51,Mandaluyong,27.5
167866,2022-09-27,13.51,Marikina (Youth Camp),0.5
167867,2022-09-27,13.51,Mt. Aries,3.0
167868,2022-09-27,13.51,Mt. Campana,0.0
167869,2022-09-27,13.51,Mt. Oro,3.0
167870,2022-09-27,13.51,Nangka,2.0
167871,2022-09-27,13.51,Napindan,6.0
167872,2022-09-27,13.51,Pacweld,0.0
167873,2022-09-27,13.51,Pasig City Hall,0.0
167874,2022-09-27,13.51,Pintong Bukawe,19.5
167875,2022-09-27,13.51,Port Area Synop,46.0
167876,2022-09-27,13.51,San Mateo-2,15.0
167877,2022-09-27,13.51,San Pedro 9 Chapel,20.0
167878,2022-09-27,13.51,Science Garden,3.0
167879,2022-09-27,13.51,Sitio Wawa,15.5
167880,2022-09-27,13.51,Taytay,17.5
167881,2022-09-27,13.51,Valenzuela NHS,33.0
168480,2022-09-28,13.71,Airport (PAGASA),4.5
168481,2022-09-28,13.71,Antipolo,16.5
168482,2022-09-28,13.71,Bagong Nayon,62.0
168483,2022-09-28,13.71,Boso Boso,58.0
168484,2022-09-28,13.71,Calawis,29.0
168485,2022-09-28,13.71,Guadanoville,22.0
168486,2022-09-28,13.71,Ko-Phil IT Center,67.0
168487,2022-09-28,13.71,La Mesa Dam,9.0
168488,2022-09-28,13.71,Macabud,4.0
168489,2022-09-28,13.71,Mandaluyong,8.5
168490,2022-09-28,13.71,Marikina (Youth Camp),2.5
168491,2022-09-28,13.71,Mt. Aries,41.0
168492,2022-09-28,13.71,Mt. Campana,6.0
168493,2022-09-28,13.71,Mt. Oro,3.0
168494,2022-09-28,13.71,Nangka,22.0
168495,2022-09-28,13.71,Napindan,6.0
168496,2022-09-28,13.71,Pacweld,0.0
168497,2022-09-28,13.71,Pasig City Hall,0.0
168498,2022-09-28,13.71,Pintong Bukawe,0.0
168499,2022-09-28,13.71,Port Area Synop,31.0
168500,2022-09-28,13.71,San Mateo-2,29.5
168501,2022-09-28,13.71,San Pedro 9 Chapel,68.5
168502,2022-09-28,13.71,Science Garden,34.0
168503,2022-09-28,13.71,Sitio Wawa,13.5
168504,2022-09-28,13.71,Taytay,29.5
168505,2022-09-28,13.71,Valenzuela NHS,55.0
169104,2022-09-29,13.34,Airport (PAGASA),8.0
169105,2022-09-29,13.34,Antipolo,18.0
169106,2022-09-29,13.34,Bagong Nayon,15.0
169107,2022-09-29,13.34,Boso Boso,9.0
169108,2022-09-29,13.34,Calawis,8.5
169109,2022-09-29,13.34,Guadanoville,4.5
169110,2022-09-29,13.34,Ko-Phil IT Center,6.0
169111,2022-09-29,13.34,La Mesa Dam,7.0
169112,2022-09-29,13.34,Macabud,3.5
169113,2022-09-29,13.34,Mandaluyong,29.0
169114,2022-09-29,13.34,Marikina (Youth Camp),2.5
169115,2022-09-29,13.34,Mt. Aries,9.0
169116,2022-09-29,13.34,Mt. Campana,24.0
169117,2022-09-29,13.34,Mt. Oro,7.0
169118,2022-09-29,13.34,Nangka,8.0
169119,2022-09-29,13.34,Napindan,58.0
169120,2022-09-29,13.34,Pacweld,0.0
169121,2022-09-29,13.34,Pasig City Hall,0.0
169122,2022-09-29,13.34,Pintong Bukawe,0.5
169123,2022-09-29,13.34,Port Area Synop,12.0
169124,2022-09-29,13.34,San Mateo-2,7.5
169125,2022-09-29,13.34,San Pedro 9 Chapel,4.5
169126,2022-09-29,13.34,Science Garden,7.0
169127,2022-09-29,13.34,Sitio Wawa,10.0
169128,2022-09-29,13.34,Taytay,9.5
169129,2022-09-29,13.34,Valenzuela NHS,4.5
169728,2022-09-30,12.62,Airport (PAGASA),23.5
169729,2022-09-30,12.62,Antipolo,27.0
169730,2022-09-30,12.62,Bagong Nayon,9.0
169731,2022-09-30,12.62,Boso Boso,1.0
169732,2022-09-30,12.62,Calawis,8.5
169733,2022-09-30,12.62,Guadanoville,3.0
169734,2022-09-30,12.62,Ko-Phil IT Center,1.0
169735,2022-09-30,12.62,La Mesa Dam,3.5
169736,2022-09-30,12.62,Macabud,5.0
169737,2022-09-30,12.62,Mandaluyong,23.5
169738,2022-09-30,12.62,Marikina (Youth Camp),1.0
169739,2022-09-30,12.62,Mt. Aries,16.0
169740,2022-09-30,12.62,Mt. Campana,3.0
169741,2022-09-30,12.62,Mt. Oro,47.0
169742,2022-09-30,12.62,Nangka,1.0
169743,2022-09-30,12.62,Napindan,2.0
169744,2022-09-30,12.62,Pacweld,0.0
169745,2022-09-30,12.62,Pasig City Hall,0.0
169746,2022-09-30,12.62,Pintong Bukawe,0.0
169747,2022-09-30,12.62,Port Area Synop,0.5
169748,2022-09-30,12.62,San Mateo-2,2.0
169749,2022-09-30,12.62,San Pedro 9 Chapel,1.0
169750,2022-09-30,12.62,Science Garden,11.0
169751,2022-09-30,12.62,Sitio Wawa,40.0
169752,2022-09-30,12.62,Taytay,1.0
169753,2022-09-30,12.62,Valenzuela NHS,1.0
170352,2022-10-01,12.42,Airport (PAGASA),0.5
170353,2022-10-01,12.42,Antipolo,2.0
170354,2022-10-01,12.42,Bagong Nayon,0.5
170355,2022-10-01,12.42,Boso Boso,0.0
170356,2022-10-01,12.42,Calawis,0.0
170357,2022-10-01,12.42,Guadanoville,0.0
170358,2022-10-01,12.42,Ko-Phil IT Center,18.0
170359,2022-10-01,12.42,La Mesa Dam,0.0
170360,2022-10-01,12.42,Macabud,0.5
170361,2022-10-01,12.42,Mandaluyong,4.0
170362,2022-10-01,12.42,Marikina (Youth Camp),0.0
170363,2022-10-01,12.42,Mt. Aries,1.0
170364,2022-10-01,12.42,Mt. Campana,0.0
170365,2022-10-01,12.42,Mt. Oro,0.0
170366,2022-10-01,12.42,Nangka,0.0
170367,2022-10-01,12.42,Napindan,0.0
170368,2022-10-01,12.42,Pacweld,0.0
170369,2022-10-01,12.42,Pasig City Hall,0.0
170370,2022-10-01,12.42,Pintong Bukawe,0.5
170371,2022-10-01,12.42,Port Area Synop,0.5
170372,2022-10-01,12.42,San Mateo-2,0.0
170373,2022-10-01,12.42,San Pedro 9 Chapel,26.5
170374,2022-10-01,12.42,Science Garden,0.0
170375,2022-10-01,12.42,Sitio Wawa,0.0
170376,2022-10-01,12.42,Taytay,0.0
170377,2022-10-01,12.42,Valenzuela NHS,3.5
170976,2022-10-02,12.31,Airport (PAGASA),0.0
170977,2022-10-02,12.31,Antipolo,0.0
170978,2022-10-02,12.31,Bagong Nayon,0.0
170979,2022-10-02,12.31,Boso Boso,0.0
170980,2022-10-02,12.31,Calawis,0.0
170981,2022-10-02,12.31,Guadanoville,0.0
170982,2022-10-02,12.31,Ko-Phil IT Center,0.0
170983,2022-10-02,12.31,La Mesa Dam,0.0
170984,2022-10-02,12.31,Macabud,0.0
170985,2022-10-02,12.31,Mandaluyong,0.0
170986,2022-10-02,12.31,Marikina (Youth Camp),0.0
170987,2022-10-02,12.31,Mt. Aries,0.0
170988,2022-10-02,12.31,Mt. Campana,0.0
170989,2022-10-02,12.31,Mt. Oro,0.0
170990,2022-10-02,12.31,Nangka,0.0
170991,2022-10-02,12.31,Napindan,0.0
170992,2022-10-02,12.31,Pacweld,0.0
170993,2022-10-02,12.31,Pasig City Hall,0.0
170994,2022-10-02,12.31,Pintong Bukawe,0.0
170995,2022-10-02,12.31,Port Area Synop,0.0
170996,2022-10-02,12.31,San Mateo-2,0.0
170997,2022-10-02,12.31,San Pedro 9 Chapel,0.0
170998,2022-10-02,12.31,Science Garden,0.0
170999,2022-10-02,12.31,Sitio Wawa,0.0
171000,2022-10-02,12.31,Taytay,0.0
171001,2022-10-02,12.31,Valenzuela NHS,0.0
171600,2022-10-03,12.24,Airport (PAGASA),0.0
171601,2022-10-03,12.24,Antipolo,1.0
171602,2022-10-03,12.24,Bagong Nayon,1.0
171603,2022-10-03,12.24,Boso Boso,0.0
171604,2022-10-03,12.24,Calawis,2.5
171605,2022-10-03,12.24,Guadanoville,0.5
171606,2022-10-03,12.24,Ko-Phil IT Center,0.0
171607,2022-10-03,12.24,La Mesa Dam,0.0
171608,2022-10-03,12.24,Macabud,3.5
171609,2022-10-03,12.24,Mandaluyong,0.0
171610,2022-10-03,12.24,Marikina (Youth Camp),1.0
171611,2022-10-03,12.24,Mt. Aries,0.0
171612,2022-10-03,12.24,Mt. Campana,0.0
171613,2022-10-03,12.24,Mt. Oro,0.0
171614,2022-10-03,12.24,Nangka,0.0
171615,2022-10-03,12.24,Napindan,0.0
171616,2022-10-03,12.24,Pacweld,0.0
171617,2022-10-03,12.24,Pasig City Hall,0.0
171618,2022-10-03,12.24,Pintong Bukawe,0.0
171619,2022-10-03,12.24,Port Area Synop,0.0
171620,2022-10-03,12.24,San Mateo-2,0.5
171621,2022-10-03,12.24,San Pedro 9 Chapel,0.0
171622,2022-10-03,12.24,Science Garden,0.0
171623,2022-10-03,12.24,Sitio Wawa,1.5
171624,2022-10-03,12.24,Taytay,0.5
171625,2022-10-03,12.24,Valenzuela NHS,0.0
172224,2022-10-04,12.24,Airport (PAGASA),4.0
172225,2022-10-04,12.24,Antipolo,3.5
172226,2022-10-04,12.24,Bagong Nayon,4.5
172227,2022-10-04,12.24,Boso Boso,0.0
172228,2022-10-04,12.24,Calawis,5.0
172229,2022-10-04,12.24,Guadanoville,13.5
172230,2022-10-04,12.24,Ko-Phil IT Center,6.5
172231,2022-10-04,12.24,La Mesa Dam,7.0
172232,2022-10-04,12.24,Macabud,6.5
172233,2022-10-04,12.24,Mandaluyong,4.5
172234,2022-10-04,12.24,Marikina (Youth Camp),1.0
172235,2022-10-04,12.24,Mt. Aries,0.0
172236,2022-10-04,12.24,Mt. Campana,0.0
172237,2022-10-04,12.24,Mt. Oro,0.0
172238,2022-10-04,12.24,Nangka,0.0
172239,2022-10-04,12.24,Napindan,0.0
172240,2022-10-04,12.24,Pacweld,0.0
172241,2022-10-04,12.24,Pasig City Hall,0.0
172242,2022-10-04,12.24,Pintong Bukawe,0.0
172243,2022-10-04,12.24,Port Area Synop,3.5
172244,2022-10-04,12.24,San Mateo-2,6.0
172245,2022-10-04,12.24,San Pedro 9 Chapel,7.0
172246,2022-10-04,12.24,Science Garden,0.0
172247,2022-10-04,12.24,Sitio Wawa,8.0
172248,2022-10-04,12.24,Taytay,3.5
172249,2022-10-04,12.24,Valenzuela NHS,5.5
172848,2022-10-05,12.19,Airport (PAGASA),0.0
172849,2022-10-05,12.19,Antipolo,0.0
172850,2022-10-05,12.19,Bagong Nayon,0.0
172851,2022-10-05,12.19,Boso Boso,0.0
172852,2022-10-05,12.19,Calawis,0.0
172853,2022-10-05,12.19,Guadanoville,0.0
172854,2022-10-05,12.19,Ko-Phil IT Center,0.0
172855,2022-10-05,12.19,La Mesa Dam,0.0
172856,2022-10-05,12.19,Macabud,0.0
172857,2022-10-05,12.19,Mandaluyong,0.5
172858,2022-10-05,12.19,Marikina (Youth Camp),0.5
172859,2022-10-05,12.19,Mt. Aries,0.0
172860,2022-10-05,12.19,Mt. Campana,0.0
172861,2022-10-05,12.19,Mt. Oro,0.0
172862,2022-10-05,12.19,Nangka,0.0
172863,2022-10-05,12.19,Napindan,0.0
172864,2022-10-05,12.19,Pacweld,0.0
172865,2022-10-05,12.19,Pasig City Hall,0.0
172866,2022-10-05,12.19,Pintong Bukawe,0.0
172867,2022-10-05,12.19,Port Area Synop,0.5
172868,2022-10-05,12.19,San Mateo-2,0.0
172869,2022-10-05,12.19,San Pedro 9 Chapel,0.0
172870,2022-10-05,12.19,Science Garden,0.0
172871,2022-10-05,12.19,Sitio Wawa,0.0
172872,2022-10-05,12.19,Taytay,0.0
172873,2022-10-05,12.19,Valenzuela NHS,0.0
173472,2022-10-06,12.16,Airport (PAGASA),0.0
173473,2022-10-06,12.16,Antipolo,0.0
173474,2022-10-06,12.16,Bagong Nayon,0.0
173475,2022-10-06,12.16,Boso Boso,0.0
173476,2022-10-06,12.16,Calawis,0.0
173477,2022-10-06,12.16,Guadanoville,0.0
173478,2022-10-06,12.16,Ko-Phil IT Center,0.0
173479,2022-10-06,12.16,La Mesa Dam,0.0
173480,2022-10-06,12.16,Macabud,0.0
173481,2022-10-06,12.16,Mandaluyong,0.5
173482,2022-10-06,12.16,Marikina (Youth Camp),0.0
173483,2022-10-06,12.16,Mt. Aries,0.0
173484,2022-10-06,12.16,Mt. Campana,0.0
173485,2022-10-06,12.16,Mt. Oro,0.0
173486,2022-10-06,12.16,Nangka,0.0
173487,2022-10-06,12.16,Napindan,0.0
173488,2022-10-06,12.16,Pacweld,0.0
173489,2022-10-06,12.16,Pasig City Hall,0.0
173490,2022-10-06,12.16,Pintong Bukawe,0.0
173491,2022-10-06,12.16,Port Area Synop,6.5
173492,2022-10-06,12.16,San Mateo-2,0.0
173493,2022-10-06,12.16,San Pedro 9 Chapel,0.0
173494,2022-10-06,12.16,Science Garden,0.0
173495,2022-10-06,12.16,Sitio Wawa,0.0
173496,2022-10-06,12.16,Taytay,0.0
173497,2022-10-06,12.16,Valenzuela NHS,0.0
174096,2022-10-07,12.11,Airport (PAGASA),0.0
174097,2022-10-07,12.11,Antipolo,0.0
174098,2022-10-07,12.11,Bagong Nayon,0.0
174099,2022-10-07,12.11,Boso Boso,0.0
174100,2022-10-07,12.11,Calawis,0.0
174101,2022-10-07,12.11,Guadanoville,0.5
174102,2022-10-07,12.11,Ko-Phil IT Center,0.0
174103,2022-10-07,12.11,La Mesa Dam,0.0
174104,2022-10-07,12.11,Macabud,0.0
174105,2022-10-07,12.11,Mandaluyong,2.0
174106,2022-10-07,12.11,Marikina (Youth Camp),0.0
174107,2022-10-07,12.11,Mt. Aries,0.0
174108,2022-10-07,12.11,Mt. Campana,0.0
174109,2022-10-07,12.11,Mt. Oro,0.0
174110,2022-10-07,12.11,Nangka,0.0
174111,2022-10-07,12.11,Napindan,0.0
174112,2022-10-07,12.11,Pacweld,0.0
174113,2022-10-07,12.11,Pasig City Hall,0.0
174114,2022-10-07,12.11,Pintong Bukawe,0.0
174115,2022-10-07,12.11,Port Area Synop,0.0
174116,2022-10-07,12.11,San Mateo-2,0.0
174117,2022-10-07,12.11,San Pedro 9 Chapel,0.0
174118,2022-10-07,12.11,Science Garden,0.0
174119,2022-10-07,12.11,Sitio Wawa,0.0
174120,2022-10-07,12.11,Taytay,0.0
174121,2022-10-07,12.11,Valenzuela NHS,0.0
174720,2022-10-08,12.09,Airport (PAGASA),0.0
174721,2022-10-08,12.09,Antipolo,7.5
174722,2022-10-08,12.09,Bagong Nayon,0.0
174723,2022-10-08,12.09,Boso Boso,0.0
174724,2022-10-08,12.09,Calawis,0.0
174725,2022-10-08,12.09,Guadanoville,0.0
174726,2022-10-08,12.09,Ko-Phil IT Center,0.0
174727,2022-10-08,12.09,La Mesa Dam,0.0
174728,2022-10-08,12.09,Macabud,0.0
174729,2022-10-08,12.09,Mandaluyong,1.0
174730,2022-10-08,12.09,Marikina (Youth Camp),0.5
174731,2022-10-08,12.09,Mt. Aries,0.0
174732,2022-10-08,12.09,Mt. Campana,1.0
174733,2022-10-08,12.09,Mt. Oro,0.0
174734,2022-10-08,12.09,Nangka,0.0
174735,2022-10-08,12.09,Napindan,0.0
174736,2022-10-08,12.09,Pacweld,14.0
174737,2022-10-08,12.09,Pasig City Hall,0.0
174738,2022-10-08,12.09,Pintong Bukawe,0.0
174739,2022-10-08,12.09,Port Area Synop,0.0
174740,2022-10-08,12.09,San Mateo-2,0.0
174741,2022-10-08,12.09,San Pedro 9 Chapel,0.0
174742,2022-10-08,12.09,Science Garden,0.0
174743,2022-10-08,12.09,Sitio Wawa,0.0
174744,2022-10-08,12.09,Taytay,2.5
174745,2022-10-08,12.09,Valenzuela NHS,15.0
175344,2022-10-09,12.08,Airport (PAGASA),0.0
175345,2022-10-09,12.08,Antipolo,0.0
175346,2022-10-09,12.08,Bagong Nayon,0.0
175347,2022-10-09,12.08,Boso Boso,0.0
175348,2022-10-09,12.08,Calawis,0.0
175349,2022-10-09,12.08,Guadanoville,0.0
175350,2022-10-09,12.08,Ko-Phil IT Center,0.0
175351,2022-10-09,12.08,La Mesa Dam,0.0
175352,2022-10-09,12.08,Macabud,0.0
175353,2022-10-09,12.08,Mandaluyong,0.0
175354,2022-10-09,12.08,Marikina (Youth Camp),0.0
175355,2022-10-09,12.08,Mt. Aries,0.0
175356,2022-10-09,12.08,Mt. Campana,0.0
175357,2022-10-09,12.08,Mt. Oro,0.0
175358,2022-10-09,12.08,Nangka,0.0
175359,2022-10-09,12.08,Napindan,0.0
175360,2022-10-09,12.08,Pacweld,0.0
175361,2022-10-09,12.08,Pasig City Hall,0.0
175362,2022-10-09,12.08,Pintong Bukawe,0.0
175363,2022-10-09,12.08,Port Area Synop,0.5
175364,2022-10-09,12.08,San Mateo-2,0.5
175365,2022-10-09,12.08,San Pedro 9 Chapel,0.0
175366,2022-10-09,12.08,Science Garden,0.0
175367,2022-10-09,12.08,Sitio Wawa,0.0
175368,2022-10-09,12.08,Taytay,0.0
175369,2022-10-09,12.08,Valenzuela NHS,0.0
175968,2022-10-10,12.05,Airport (PAGASA),0.0
175969,2022-10-10,12.05,Antipolo,0.0
175970,2022-10-10,12.05,Bagong Nayon,0.0
175971,2022-10-10,12.05,Boso Boso,0.0
175972,2022-10-10,12.05,Calawis,0.0
175973,2022-10-10,12.05,Guadanoville,0.0
175974,2022-10-10,12.05,Ko-Phil IT Center,0.0
175975,2022-10-10,12.05,La Mesa Dam,0.0
175976,2022-10-10,12.05,Macabud,0.0
175977,2022-10-10,12.05,Mandaluyong,4.5
175978,2022-10-10,12.05,Marikina (Youth Camp),7.5
175979,2022-10-10,12.05,Mt. Aries,0.0
175980,2022-10-10,12.05,Mt. Campana,0.0
175981,2022-10-10,12.05,Mt. Oro,0.0
175982,2022-10-10,12.05,Nangka,0.0
175983,2022-10-10,12.05,Napindan,1.0
175984,2022-10-10,12.05,Pacweld,0.0
175985,2022-10-10,12.05,Pasig City Hall,0.0
175986,2022-10-10,12.05,Pintong Bukawe,0.0
175987,2022-10-10,12.05,Port Area Synop,2.0
175988,2022-10-10,12.05,San Mateo-2,0.0
175989,2022-10-10,12.05,San Pedro 9 Chapel,0.0
175990,2022-10-10,12.05,Science Garden,0.0
175991,2022-10-10,12.05,Sitio Wawa,0.0
175992,2022-10-10,12.05,Taytay,0.5
175993,2022-10-10,12.05,Valenzuela NHS,0.0
176592,2022-10-11,12.07,Airport (PAGASA),0.0
176593,2022-10-11,12.07,Antipolo,8.5
176594,2022-10-11,12.07,Bagong Nayon,14.5
176595,2022-10-11,12.07,Boso Boso,26.0
176596,2022-10-11,12.07,Calawis,4.5
176597,2022-10-11,12.07,Guadanoville,0.0
176598,2022-10-11,12.07,Ko-Phil IT Center,0.0
176599,2022-10-11,12.07,La Mesa Dam,0.0
176600,2022-10-11,12.07,Macabud,0.0
176601,2022-10-11,12.07,Mandaluyong,0.0
176602,2022-10-11,12.07,Marikina (Youth Camp),0.0
176603,2022-10-11,12.07,Mt. Aries,1.0
176604,2022-10-11,12.07,Mt. Campana,0.0
176605,2022-10-11,12.07,Mt. Oro,0.0
176606,2022-10-11,12.07,Nangka,0.0
176607,2022-10-11,12.07,Napindan,3.0
176608,2022-10-11,12.07,Pacweld,0.0
176609,2022-10-11,12.07,Pasig City Hall,0.0
176610,2022-10-11,12.07,Pintong Bukawe,0.0
176611,2022-10-11,12.07,Port Area Synop,0.0
176612,2022-10-11,12.07,San Mateo-2,0.0
176613,2022-10-11,12.07,San Pedro 9 Chapel,0.0
176614,2022-10-11,12.07,Science Garden,0.0
176615,2022-10-11,12.07,Sitio Wawa,0.0
176616,2022-10-11,12.07,Taytay,0.0
176617,2022-10-11,12.07,Valenzuela NHS,0.0
177216,2022-10-12,12.22,Airport (PAGASA),0.0
177217,2022-10-12,12.22,Antipolo,3.5
177218,2022-10-12,12.22,Bagong Nayon,12.0
177219,2022-10-12,12.22,Boso Boso,2.0
177220,2022-10-12,12.22,Calawis,6.0
177221,2022-10-12,12.22,Guadanoville,0.0
177222,2022-10-12,12.22,Ko-Phil IT Center,0.0
177223,2022-10-12,12.22,La Mesa Dam,0.0
177224,2022-10-12,12.22,Macabud,21.5
177225,2022-10-12,12.22,Mandaluyong,0.0
177226,2022-10-12,12.22,Marikina (Youth Camp),33.5
177227,2022-10-12,12.22,Mt. Aries,2.0
177228,2022-10-12,12.22,Mt. Campana,50.0
177229,2022-10-12,12.22,Mt. Oro,21.0
177230,2022-10-12,12.22,Nangka,15.0
177231,2022-10-12,12.22,Napindan,0.0
177232,2022-10-12,12.22,Pacweld,15.5
177233,2022-10-12,12.22,Pasig City Hall,0.0
177234,2022-10-12,12.22,Pintong Bukawe,0.0
177235,2022-10-12,12.22,Port Area Synop,0.0
177236,2022-10-12,12.22,San Mateo-2,21.5
177237,2022-10-12,12.22,San Pedro 9 Chapel,0.0
