Year,Host_City,Sport,Discipline,Event,Event_gender,Surname,Given_Name,Gender,Country,Medal
1/1/2000,Sydney,Table Tennis,Table Tennis,singles,M,Kong,Linghui,Men,China,Gold
1/1/2000,Sydney,Aquatics,Swimming,200m breaststroke,M,Parkin,Terence,Men,South Africa,Silver
1/1/2000,Sydney,Boxing,Boxing,+ 91kg (super heavyweight),M,Saidov,Rustam,Men,Uzbekistan,Bronze
1/1/2000,Sydney,Sailing,Sailing,470 - Two Person Dinghy,M,Conte,Javier,Men,Argentina,Bronze
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,M,Kazakov,Alexei,Men,Russia,Silver
1/1/2000,Sydney,Handball,Handball,handball,W,Kiaerskou,Lotte,Women,Denmark,Gold
1/1/2000,Sydney,Softball,Softball,softball,W,Allen,Sandra,Women,Australia,Bronze
1/1/2000,Sydney,Athletics,Athletics,4x400m relay,W,Howell,Charmaine,Women,Jamaica,Silver
1/1/2000,Sydney,Judo,Judo,+ 78kg (heavyweight),W,Kim,Seon-Young,Women,"Korea, South",Bronze
1/1/2000,Sydney,Boxing,Boxing,57 - 60kg (lightweight),M,Maletine,Alexandre,Men,Russia,Bronze
1/1/2000,Sydney,Judo,Judo,81 - 90kg (middleweight),M,Demontfaucon,Frederic,Men,France,Bronze
1/1/2000,Sydney,Gymnastics,Artistic G.,team competition,M,Svetlichnyi,Alexandre,Men,Ukraine,Silver
1/1/2000,Sydney,Football,Football,football,W,Serlenga,Nikki,Women,United States,Silver
1/1/2000,Sydney,Gymnastics,Trampoline,individual,M,Wallace,Ji,Men,Australia,Silver
1/1/2000,Sydney,Sailing,Sailing,Tornado - Multihull,,Gaebler,Roland,Men,Germany,Bronze
1/1/2000,Sydney,Aquatics,Swimming,200m breaststroke,W,Kovacs,Agnes,Women,Hungary,Gold
1/1/2000,Sydney,Aquatics,Swimming,4x100m freestyle relay,M,Klim,Michael,Men,Australia,Gold
1/1/2000,Sydney,Athletics,Athletics,triple jump,W,Hovorova,Olena,Women,Ukraine,Bronze
1/1/2000,Sydney,Fencing,Fencing,foil individual,M,Shevchenko,Dmitri,Men,Russia,Bronze
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Contreras,Jose Ariel,Men,Cuba,Silver
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,W,Lopes,Katia,Women,Brazil,Bronze
1/1/2000,Sydney,Gymnastics,Rhythmic G.,group competition,W,Pantazi,Charikleia,Women,Greece,Bronze
1/1/2000,Sydney,Football,Football,football,W,Minnert,Sandra,Women,Germany,Bronze
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Caldes,Miguel,Men,Cuba,Silver
1/1/2000,Sydney,Cycling,Cycling Track,Madison,M,Gilmore,Matthew,Men,Belgium,Silver
1/1/2000,Sydney,Cycling,Cycling Track,Team Pursuit (4000m),M,Manning,Paul,Men,United Kingdom,Bronze
1/1/2000,Sydney,Aquatics,Swimming,4x200m freestyle relay,M,Wouda,Marcel,Men,Netherlands,Bronze
1/1/2000,Sydney,Softball,Softball,softball,W,Roche,Melanie,Women,Australia,Bronze
1/1/2000,Sydney,Fencing,Fencing,sabre individual,M,Gourdain,Mathieu,Men,France,Silver
1/1/2000,Sydney,Wrestling,Wrestling Gre-R,54 - 58kg,M,Nazarian,Armen,Men,Bulgaria,Gold
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Veenstra,Myrna,Women,Netherlands,Bronze
1/1/2000,Sydney,Aquatics,Swimming,4x200m freestyle relay,W,Black,Kim,Women,United States,Gold
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,M,Vujevic,Goran,Men,Yugoslavia,Gold
1/1/2000,Sydney,Gymnastics,Rhythmic G.,group competition,W,Ananko,Tatyana,Women,Belarus,Silver
1/1/2000,Sydney,Basketball,Basketball,basketball,W,Swoopes,Sheryl,Women,United States,Gold
1/1/2000,Sydney,Athletics,Athletics,javelin throw,M,Zelezny,Jan,Men,Czech Republic,Gold
1/1/2000,Sydney,Aquatics,Synchronized S.,team,W,Fujii,Raika,Women,Japan,Silver
1/1/2000,Sydney,Rowing,Rowing,quadruple sculls without coxswain (4x),M,Galtarossa,Rossano,Men,Italy,Gold
1/1/2000,Sydney,Aquatics,Synchronized S.,team,W,Perchina,Irina,Women,Russia,Gold
1/1/2000,Sydney,Gymnastics,Artistic G.,floor exercises,W,Khorkina,Svetlana,Women,Russia,Silver
1/1/2000,Sydney,Judo,Judo,60 - 66kg (half-lightweight),M,Benboudaoud,Larbi,Men,France,Silver
1/1/2000,Sydney,Aquatics,Swimming,4x100m medley relay,W,Tappin,Ashley T,Women,United States,Gold
1/1/2000,Sydney,Wrestling,Wrestling Gre-R,76 - 85kg,M,Yerlikaya,Hamza,Men,Turkey,Gold
1/1/2000,Sydney,Modern Pentathlon,Modern Pentath.,Individual competition,M,Svatkovskiy,Dmitri,Men,Russia,Gold
1/1/2000,Sydney,Athletics,Athletics,400m,W,Freeman,Cathy,Women,Australia,Gold
1/1/2000,Sydney,Basketball,Basketball,basketball,W,Whittle,Jennifer,Women,Australia,Silver
1/1/2000,Sydney,Aquatics,Synchronized S.,team,W,Taillon,Jacinthe,Women,Canada,Bronze
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak S,C-1 (canoe single),M,Estanguet,Tony,Men,France,Gold
1/1/2000,Sydney,Handball,Handball,handball,M,Voronin,Lev,Men,Russia,Gold
1/1/2000,Sydney,Cycling,Cycling Track,points race,W,Bellutti,Antonella,Women,Italy,Gold
1/1/2000,Sydney,Tennis,Tennis,doubles,W,Boogert,Kristie,Women,Netherlands,Silver
1/1/2000,Sydney,Basketball,Basketball,basketball,M,Foirest,Laurent,Men,France,Silver
1/1/2000,Sydney,Shooting,Shooting,10m air pistol (60 shots),M,Basinski,Igor,Men,Belarus,Bronze
1/1/2000,Sydney,Athletics,Athletics,4x100m relay,W,Edwards,Torri,Women,United States,Bronze
1/1/2000,Sydney,Rowing,Rowing,eight with coxswain (8+),M,Skelin,Sinisa,Men,Croatia,Bronze
1/1/2000,Sydney,Fencing,Fencing,épée team,W,Liang,Qin,Women,China,Bronze
1/1/2000,Sydney,Table Tennis,Table Tennis,singles,W,Wang,Nan,Women,China,Gold
1/1/2000,Sydney,Aquatics,Water polo,water polo,M,Vari,Attila,Men,Hungary,Gold
1/1/2000,Sydney,Judo,Judo,57 - 63kg (half-middleweight),W,Li,Shufang,Women,China,Silver
1/1/2000,Sydney,Table Tennis,Table Tennis,doubles,M,Kong,Linghui,Men,China,Silver
1/1/2000,Sydney,Rowing,Rowing,four without coxswain (4-),M,Cracknell,James,Men,United Kingdom,Gold
1/1/2000,Sydney,Handball,Handball,handball,W,Farkas,Agnes,Women,Hungary,Silver
1/1/2000,Sydney,Football,Football,football,M,Alnoudji,Nicolas,Men,Cameroon,Gold
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),M,Ferrazzi,Pierpaolo,Men,Italy,Bronze
1/1/2000,Sydney,Fencing,Fencing,sabre team,M,Frossine,Alexei,Men,Russia,Gold
1/1/2000,Sydney,Badminton,Badminton,doubles,M,Gunawan,Tony,Men,Indonesia,Gold
1/1/2000,Sydney,Athletics,Athletics,4x400m relay,W,Nazarova,Natalya,Women,Russia,Bronze
1/1/2000,Sydney,Athletics,Athletics,discus throw,M,Riedel,Lars,Men,Germany,Silver
1/1/2000,Sydney,Rowing,Rowing,lightweight double sculls (2x),W,Blasberg,Claudia,Women,Germany,Silver
1/1/2000,Sydney,Gymnastics,Artistic G.,floor exercises,M,Nemov,Alexei,Men,Russia,Silver
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,W,Bell,Regla Maritza,Women,Cuba,Gold
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,Toma,Sanda,Women,Romania,Bronze
1/1/2000,Sydney,Football,Football,football,M,Tamudo,Raul,Men,Spain,Silver
1/1/2000,Sydney,Weightlifting,Weightlifting,58kg,W,Ri,Song Hui,Women,"Korea, North",Silver
1/1/2000,Sydney,Rowing,Rowing,pair without coxswain (2-),W,Slatter,Kate Elizabeth,Women,Australia,Silver
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Ainsworth,Kurt,Men,United States,Gold
1/1/2000,Sydney,Gymnastics,Rhythmic G.,individual all-round,W,Barslukova,Yulia,Women,Russia,Gold
1/1/2000,Sydney,Badminton,Badminton,doubles,,Kushanjanto,Tri,Men,Indonesia,Silver
1/1/2000,Sydney,Athletics,Athletics,200m,M,Kenteris,Konstantinos,Men,Greece,Gold
1/1/2000,Sydney,Table Tennis,Table Tennis,doubles,W,Ryu,Ji-Hye,Women,"Korea, South",Bronze
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Pacheco,Antonio,Men,Cuba,Silver
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,M,Gravina,Pasquale,Men,Italy,Bronze
1/1/2000,Sydney,Cycling,Cycling Track,Olympic Sprint,M,Eadie,Sean,Men,Australia,Bronze
1/1/2000,Sydney,Aquatics,Swimming,4x100m medley relay,W,Nakamura,Mai,Women,Japan,Bronze
1/1/2000,Sydney,Aquatics,Swimming,400m freestyle,M,Rosolino,Massimiliano,Men,Italy,Silver
1/1/2000,Sydney,Football,Football,football,W,Knudsen,Monica,Women,Norway,Gold
1/1/2000,Sydney,Aquatics,Diving,3m springboard,W,Fu,Mingxia,Women,China,Gold
1/1/2000,Sydney,Aquatics,Diving,synchronized diving 3m springboard,M,Pullar,Dean,Men,Australia,Bronze
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Donners,Wilhelmina,Women,Netherlands,Bronze
1/1/2000,Sydney,Basketball,Basketball,basketball,W,Sporn,Rachael,Women,Australia,Silver
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Allen,Katie,Women,Australia,Gold
1/1/2000,Sydney,Basketball,Basketball,basketball,W,Santos,Cintia,Women,Brazil,Bronze
1/1/2000,Sydney,Handball,Handball,handball,W,Hilmo,Elisabeth,Women,Norway,Bronze
1/1/2000,Sydney,Basketball,Basketball,basketball,M,Garnett,Kevin,Men,United States,Gold
1/1/2000,Sydney,Rowing,Rowing,four without coxswain (4-),M,Molea,Walter,Men,Italy,Silver
1/1/2000,Sydney,Basketball,Basketball,basketball,W,Santos,Kelly,Women,Brazil,Bronze
1/1/2000,Sydney,Athletics,Athletics,3000m steeplechase,M,Kosgei,Reuben,Men,Kenya,Gold
1/1/2000,Sydney,Handball,Handball,handball,M,Svensson,Tomas,Men,Sweden,Silver
1/1/2000,Sydney,Fencing,Fencing,foil team,M,Plumenail,Lionel,Men,France,Gold
1/1/2000,Sydney,Handball,Handball,handball,W,Soerlie,Else-Marthe,Women,Norway,Bronze
1/1/2000,Sydney,Volleyball,Beach volley.,beach volleyball,W,Cook,Natalie,Women,Australia,Gold
1/1/2000,Sydney,Tennis,Tennis,singles,M,Kafelnikov,Eugueni,Men,Russia,Gold
1/1/2000,Sydney,Judo,Judo,- 48kg (extra-lightweight),W,Simons,Ann,Women,Belgium,Bronze
1/1/2000,Sydney,Gymnastics,Artistic G.,vault,W,Lobazniouk,Ekaterina,Women,Russia,Bronze
1/1/2000,Sydney,Football,Football,football,M,Meyong ze,Albert,Men,Cameroon,Gold
1/1/2000,Sydney,Softball,Softball,softball,W,Brundage,Jennifer,Women,United States,Gold
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,Kovacs,Katalin,Women,Hungary,Silver
1/1/2000,Sydney,Weightlifting,Weightlifting,58kg,W,Jimenez mendivil,Soraya,Women,Mexico,Gold
1/1/2000,Sydney,Shooting,Shooting,trap (75 targets),W,Racinet,Delphine,Women,France,Silver
1/1/2000,Sydney,Aquatics,Water polo,water polo,W,Sheehy,Kathy,Women,United States,Silver
1/1/2000,Sydney,Football,Football,football,M,Navia,Reinaldo,Men,Chile,Bronze
1/1/2000,Sydney,Aquatics,Swimming,400m individual medley,M,Vendt,Erik,Men,United States,Silver
1/1/2000,Sydney,Table Tennis,Table Tennis,doubles,M,Yan,Sen,Men,China,Gold
1/1/2000,Sydney,Football,Football,football,M,Velamazan,Antonio,Men,Spain,Silver
1/1/2000,Sydney,Aquatics,Swimming,4x200m freestyle relay,M,Keller,Klete,Men,United States,Silver
1/1/2000,Sydney,Hockey,Hockey,hockey,M,Delmee,Jeroen,Men,Netherlands,Gold
1/1/2000,Sydney,Aquatics,Swimming,4x200m freestyle relay,W,O'neill,Susan,Women,Australia,Silver
1/1/2000,Sydney,Athletics,Athletics,pole vault,W,Flosadottir,Vala,Women,Iceland,Bronze
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Sinnige,Clarinda,Women,Netherlands,Bronze
1/1/2000,Sydney,Athletics,Athletics,discus throw,W,Kelesidou,Anastasia,Women,Greece,Silver
1/1/2000,Sydney,Rowing,Rowing,eight with coxswain (8+),W,Van dishoeck,Pieta,Women,Netherlands,Silver
1/1/2000,Sydney,Taekwondo,Taekwondo,+ 67 kg,W,Ivanova,Natalia,Women,Russia,Silver
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Garcia,Agustina,Women,Argentina,Silver
1/1/2000,Sydney,Gymnastics,Artistic G.,team competition,M,Huang,Xu,Men,China,Gold
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Van der wielen,Suzan,Women,Netherlands,Bronze
1/1/2000,Sydney,Aquatics,Water polo,water polo,W,Moody,Heather,Women,United States,Silver
1/1/2000,Sydney,Athletics,Athletics,heptathlon,W,Lewis,Denise,Women,United Kingdom,Gold
1/1/2000,Sydney,Wrestling,Wrestling Gre-R,76 - 85kg,M,Bardosi,Sandor Istvan,Men,Hungary,Silver
1/1/2000,Sydney,Equestrian,Jumping,team,,Mandli,Beat,Men,Switzerland,Silver
1/1/2000,Sydney,Gymnastics,Artistic G.,floor exercises,M,Iovtchev,Iordan,Men,Bulgaria,Bronze
1/1/2000,Sydney,Athletics,Athletics,20km race walk,W,Plaetzer,Kjersti,Women,Norway,Silver
1/1/2000,Sydney,Cycling,Cycling Track,individual pursuit,W,Zijlaard-van moorsel,Leontien,Women,Netherlands,Gold
1/1/2000,Sydney,Archery,Archery,team (FITA Olympic round - 70m),M,Johnson,Richard,Men,United States,Bronze
1/1/2000,Sydney,Aquatics,Water polo,water polo,M,Vasovic,Jugoslav,Men,Yugoslavia,Bronze
1/1/2000,Sydney,Fencing,Fencing,épée team,M,Randazzo,Maurizio,Men,Italy,Gold
1/1/2000,Sydney,Rowing,Rowing,quadruple sculls without coxswain (4x),W,Fedotova,Irina,Women,Russia,Bronze
1/1/2000,Sydney,Boxing,Boxing,+ 91kg (super heavyweight),M,Dildabekov,Mukhtarkhan,Men,Kazakhstan,Silver
1/1/2000,Sydney,Taekwondo,Taekwondo,+ 67 kg,W,Chen,Zhong,Women,China,Gold
1/1/2000,Sydney,Football,Football,football,W,Nordby,Bente,Women,Norway,Gold
1/1/2000,Sydney,Athletics,Athletics,4x400m relay,W,Richards,Sandie,Women,Jamaica,Silver
1/1/2000,Sydney,Judo,Judo,57 - 63kg (half-middleweight),W,Vandenhende,Severine,Women,France,Gold
1/1/2000,Sydney,Football,Football,football,M,Luque,Alberto,Men,Spain,Silver
1/1/2000,Sydney,Weightlifting,Weightlifting,56kg,M,Zhang,Xiangxiang,Men,China,Bronze
1/1/2000,Sydney,Athletics,Athletics,shot put,M,Nelson,Adam,Men,United States,Silver
1/1/2000,Sydney,Sailing,Sailing,470 - Two Person Dinghy,M,King,Tom,Men,Australia,Gold
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),M,Brabants,Tim,Men,United Kingdom,Bronze
1/1/2000,Sydney,Football,Football,football,W,Brandebusemeyer,Nicole,Women,Germany,Bronze
1/1/2000,Sydney,Football,Football,football,M,Arrue,Francisco,Men,Chile,Bronze
1/1/2000,Sydney,Aquatics,Swimming,4x200m freestyle relay,M,Thorpe,Ian,Men,Australia,Gold
1/1/2000,Sydney,Gymnastics,Artistic G.,individual all-round,W,Amanar,Simona,Women,Romania,Gold
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Kim,Soo-Kyung,Men,"Korea, South",Bronze
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),M,Mader,Tomas,Men,Czech Republic,Bronze
1/1/2000,Sydney,Aquatics,Synchronized S.,team,W,Carver-dias,Claire,Women,Canada,Bronze
1/1/2000,Sydney,Basketball,Basketball,basketball,M,Smith,Steve,Men,United States,Gold
1/1/2000,Sydney,Judo,Judo,63 - 70kg (middleweight),W,Scapin,Ylenia,Women,Italy,Bronze
1/1/2000,Sydney,Rowing,Rowing,quadruple sculls without coxswain (4x),W,Lindsay,Gillian Anne,Women,United Kingdom,Silver
1/1/2000,Sydney,Gymnastics,Artistic G.,rings,M,Tampakos,Dimosthenis,Men,Greece,Silver
1/1/2000,Sydney,Gymnastics,Artistic G.,horizontal bar,M,Nemov,Alexei,Men,Russia,Gold
1/1/2000,Sydney,Equestrian,Eventing,team,,Wiesman,Linden,Women,United States,Bronze
1/1/2000,Sydney,Judo,Judo,70 - 78kg (half-heavyweight),W,Richter,Simona Marcela,Women,Romania,Bronze
1/1/2000,Sydney,Aquatics,Swimming,4x100m medley relay,M,Hall,Gary Jr.,Men,United States,Gold
1/1/2000,Sydney,Aquatics,Water polo,water polo,W,Mayer,Bronwyn,Women,Australia,Gold
1/1/2000,Sydney,Shooting,Shooting,10m air rifle (60 shots),M,Cai,Yalin,Men,China,Gold
1/1/2000,Sydney,Hockey,Hockey,hockey,M,Brennan,Michael,Men,Australia,Bronze
1/1/2000,Sydney,Aquatics,Water polo,water polo,W,Tolkounova,Irina,Women,Russia,Bronze
1/1/2000,Sydney,Football,Football,football,W,Pearce,Christie,Women,United States,Silver
1/1/2000,Sydney,Rowing,Rowing,pair without coxswain (2-),W,Taylor,Rachael,Women,Australia,Silver
1/1/2000,Sydney,Archery,Archery,team (FITA Olympic round - 70m),W,Sadovnycha,Olena,Women,Ukraine,Silver
1/1/2000,Sydney,Aquatics,Water polo,water polo,M,Kosz,Zoltan,Men,Hungary,Gold
1/1/2000,Sydney,Fencing,Fencing,sabre team,M,Touya,Damien,Men,France,Silver
1/1/2000,Sydney,Equestrian,Eventing,team,,Ryan,Matthew Morgan,Men,Australia,Gold
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Moreira de melo,Fatima,Women,Netherlands,Bronze
1/1/2000,Sydney,Handball,Handball,handball,M,Tuchkin,Alexandre,Men,Russia,Gold
1/1/2000,Sydney,Football,Football,football,M,Reyes,Pedro,Men,Chile,Bronze
1/1/2000,Sydney,Aquatics,Water polo,water polo,M,Steinmetz,Barnabas,Men,Hungary,Gold
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Mientkiewicz,Doug,Men,United States,Gold
1/1/2000,Sydney,Athletics,Athletics,4x100m relay,W,Mcdonald,Beverly,Women,Jamaica,Silver
1/1/2000,Sydney,Athletics,Athletics,100m hurdles,W,Shishigina,Olga,Women,Kazakhstan,Gold
1/1/2000,Sydney,Softball,Softball,softball,W,Smith,Michele,Women,United States,Gold
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Rauch,Jon,Men,United States,Gold
1/1/2000,Sydney,Rowing,Rowing,eight with coxswain (8+),W,Appeldoorn,Tessa,Women,Netherlands,Silver
1/1/2000,Sydney,Cycling,Mountain Bike,cross-country,M,Meirhaeghe,Filip,Men,Belgium,Silver
1/1/2000,Sydney,Cycling,Cycling Track,Sprint indivual,M,Nothstein,Marty,Men,United States,Gold
1/1/2000,Sydney,Rowing,Rowing,double sculls (2x),M,Spik,Luka,Men,Slovenia,Gold
1/1/2000,Sydney,Gymnastics,Artistic G.,balance beam,W,Liu,Xuan,Women,China,Gold
1/1/2000,Sydney,Equestrian,Eventing,team,,Tinney,Stuart,Men,Australia,Gold
1/1/2000,Sydney,Aquatics,Swimming,100m butterfly,W,Moravcova,Martina,Women,Slovakia,Silver
1/1/2000,Sydney,Weightlifting,Weightlifting,77kg,M,Zhan,Xugang,Men,China,Gold
1/1/2000,Sydney,Gymnastics,Rhythmic G.,group competition,W,Lavrova,Natalia,Women,Russia,Gold
1/1/2000,Sydney,Volleyball,Beach volley.,beach volleyball,W,Behar,Adriana,Women,Brazil,Silver
1/1/2000,Sydney,Fencing,Fencing,épée individual,M,Obry,Hughes,Men,France,Silver
1/1/2000,Sydney,Weightlifting,Weightlifting,69kg,M,Boevski,Galabin,Men,Bulgaria,Gold
1/1/2000,Sydney,Handball,Handball,handball,W,Hundvin,Mia,Women,Norway,Bronze
1/1/2000,Sydney,Equestrian,Dressage,team,,Salzgeber,Ulla,Women,Germany,Gold
1/1/2000,Sydney,Hockey,Hockey,hockey,M,Duff,Jason,Men,Australia,Bronze
1/1/2000,Sydney,Archery,Archery,team (FITA Olympic round - 70m),M,Di buo,Ilario,Men,Italy,Silver
1/1/2000,Sydney,Gymnastics,Artistic G.,team competition,W,Dantzscher,Jamie,Women,United States,Bronze
1/1/2000,Sydney,Aquatics,Swimming,4x100m freestyle relay,W,De bruijn,Inge,Women,Netherlands,Silver
1/1/2000,Sydney,Aquatics,Swimming,4x100m freestyle relay,M,Fydler,Christopher John,Men,Australia,Gold
1/1/2000,Sydney,Equestrian,Jumping,team,,Becker,Otto,Men,Germany,Gold
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Mesa fresneda,German,Men,Cuba,Silver
1/1/2000,Sydney,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,Vereb,Krisztian,Men,Hungary,Bronze
1/1/2000,Sydney,Baseball,Baseball,baseball,M,Ajete,Omar,Men,Cuba,Silver
1/1/2000,Sydney,Aquatics,Water polo,water polo,M,Vujasinovic,Vladimir,Men,Yugoslavia,Bronze
1/1/2000,Sydney,Handball,Handball,handball,W,Deli,Rita,Women,Hungary,Silver
1/1/2000,Sydney,Weightlifting,Weightlifting,48kg,W,Indriyani,Sri,Women,Indonesia,Bronze
1/1/2000,Sydney,Rowing,Rowing,coxless pair (2-),M,Murphy,Edward,Men,United States,Silver
1/1/2000,Sydney,Handball,Handball,handball,W,Kulcsar,Anita,Women,Hungary,Silver
1/1/2000,Sydney,Shooting,Shooting,skeet (125 targets),M,Malek,Petr,Men,Czech Republic,Silver
1/1/2000,Sydney,Cycling,Cycling Track,Olympic Sprint,M,Neiwand,Garry Malcolm,Men,Australia,Bronze
1/1/2000,Sydney,Sailing,Sailing,Tornado - Multihull,,Bundock,Darren,Men,Australia,Silver
1/1/2000,Sydney,Aquatics,Diving,synchronized diving 10m platform,M,Tian,Liang,Men,China,Silver
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Hudson,Nicole,Women,Australia,Gold
1/1/2000,Sydney,Athletics,Athletics,4x100m relay,W,Lawrence,Tanya,Women,Jamaica,Silver
1/1/2000,Sydney,Softball,Softball,softball,W,Nuveman,Stacey,Women,United States,Gold
1/1/2000,Sydney,Aquatics,Water polo,water polo,M,Szekely,Bulcsu,Men,Hungary,Gold
1/1/2000,Sydney,Sailing,Sailing,fleet/match race keelboat open (Soling),,Blakskjaer,Henrik,Men,Denmark,Gold
1/1/2000,Sydney,Hockey,Hockey,hockey,M,Eikelboom,Marten,Men,Netherlands,Gold
1/1/2000,Sydney,Equestrian,Dressage,team,,Werth,Isabell,Women,Germany,Gold
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,W,Potachova,Olga,Women,Russia,Silver
1/1/2000,Sydney,Football,Football,football,W,Jones,Steffi,Women,Germany,Bronze
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Oneto,Vanina Paula,Women,Argentina,Silver
1/1/2000,Sydney,Boxing,Boxing,57 - 60kg (lightweight),M,Bejarano,Cristian,Men,Mexico,Bronze
1/1/2000,Sydney,Hockey,Hockey,hockey,M,Van wijk,Remco,Men,Netherlands,Gold
1/1/2000,Sydney,Aquatics,Water polo,water polo,W,Watson,Debbie,Women,Australia,Gold
1/1/2000,Sydney,Aquatics,Synchronized S.,team,W,Kisseleva,Maria,Women,Russia,Gold
1/1/2000,Sydney,Judo,Judo,- 48kg (extra-lightweight),W,Tani,Ryoko,Women,Japan,Gold
1/1/2000,Sydney,Athletics,Athletics,triple jump,W,Lebedeva,Tatyana,Women,Russia,Silver
1/1/2000,Sydney,Judo,Judo,52 - 57kg (lightweight),W,Pekli,Maria,Women,Australia,Bronze
1/1/2000,Sydney,Wrestling,Wrestling Gre-R,58 - 63kg,M,Samurgashev,Varteres,Men,Russia,Gold
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Smabers,Minke,Women,Netherlands,Bronze
1/1/2000,Sydney,Archery,Archery,team (FITA Olympic round - 70m),W,Wagner,Sandra,Women,Germany,Bronze
1/1/2000,Sydney,Fencing,Fencing,foil team,W,Gruchala,Sylwia,Women,Poland,Silver
1/1/2000,Sydney,Football,Football,football,W,Kvitland,Bente,Women,Norway,Gold
1/1/2000,Sydney,Sailing,Sailing,470 - Two Person Dinghy,M,De la fuente,Juan,Men,Argentina,Bronze
1/1/2000,Sydney,Sailing,Sailing,470 - Two Person Dinghy,W,Isler,Jennifer,Women,United States,Silver
1/1/2000,Sydney,Sailing,Sailing,board (Mistral),W,Kendall,Barbara,Women,New Zealand,Bronze
1/1/2000,Sydney,Athletics,Athletics,4x100m relay,M,Drummond,Jon,Men,United States,Gold
1/1/2000,Sydney,Equestrian,Jumping,team,,Beerbaum,Ludger,Men,Germany,Gold
1/1/2000,Sydney,Taekwondo,Taekwondo,68 - 80 kg,M,Estrada garibay,Victor Manuel,Men,Mexico,Bronze
1/1/2000,Sydney,Judo,Judo,81 - 90kg (middleweight),M,Honorato,Carlos,Men,Brazil,Silver
1/1/2000,Sydney,Aquatics,Diving,synchronized diving 3m springboard,W,Sorokina,Ganna,Women,Ukraine,Bronze
1/1/2000,Sydney,Badminton,Badminton,singles,M,Xia,Xuanze,Men,China,Bronze
1/1/2000,Sydney,Rowing,Rowing,single sculls (1x),M,Mueller,Xeno,Men,Switzerland,Silver
1/1/2000,Sydney,Equestrian,Dressage,team,,Blinks,Susan,Women,United States,Bronze
1/1/2000,Sydney,Gymnastics,Trampoline,individual,W,Cockburn,Karen,Women,Canada,Bronze
1/1/2000,Sydney,Gymnastics,Artistic G.,individual all-round,W,Olaru,Maria,Women,Romania,Silver
1/1/2000,Sydney,Gymnastics,Artistic G.,balance beam,W,Prodounova,Elena,Women,Russia,Bronze
1/1/2000,Sydney,Athletics,Athletics,100m,W,Ottey-page,Merlene,Women,Jamaica,Bronze
1/1/2000,Sydney,Cycling,Cycling Track,Individual Pursuit,M,Mcgee,Bradley,Men,Australia,Bronze
1/1/2000,Sydney,Softball,Softball,softball,W,Tamoto,Hiroko,Women,Japan,Silver
1/1/2000,Sydney,Football,Football,football,M,Ormazabal,Patricio,Men,Chile,Bronze
1/1/2000,Sydney,Fencing,Fencing,épée team,M,Mazzoni,Angelo,Men,Italy,Gold
1/1/2000,Sydney,Volleyball,Volleyball,volleyball,W,Torres,Regla,Women,Cuba,Gold
1/1/2000,Sydney,Boxing,Boxing,54 - 57kg (featherweight),M,Tamsamani,Tahar,Men,Morocco,Bronze
1/1/2000,Sydney,Hockey,Hockey,hockey,W,Skirving,Angie,Women,Australia,Gold
1/1/2000,Sydney,Boxing,Boxing,60 - 63.5kg (light-welterweight),M,Abdoollayev,Mahammatkodir,Men,Uzbekistan,Gold
1/1/2000,Sydney,Aquatics,Water polo,water polo,M,Zakirov,Marat,Men,Russia,Silver
1/1/2000,Sydney,Softball,Softball,softball,W,O'brien,Leah,Women,United States,Gold
1/1/2000,Sydney,Cycling,Cycling Track,Olympic Sprint,M,Rousseau,Florian,Men,France,Gold
